"","u.1","u.2","v"
"57",-0.899544954836771,-0.866226703151239,"A"
"3351",0.991866379057685,6.28764749337897,"B"
"2629",-0.50137049070524,4.43130573661192,"B"
"5714",-0.451633484292469,5.08335535978439,"C"
"3379",-1.36809460133643,3.6357799051625,"B"
"4357",-0.077041648355351,4.76363239450824,"C"
"5997",-0.164693838468175,5.3242475022427,"C"
"3722",-1.17066299625128,4.29837869138753,"B"
"2394",0.100497588101032,4.93552926130237,"B"
"4122",0.0429559715365396,5.41933162340946,"C"
"4065",-0.929870214134196,6.03356723806977,"C"
"2316",-0.0245952048607135,5.12386710985219,"B"
"3412",1.40009857104494,6.43678944965217,"B"
"3121",-1.62744091598239,3.81482067864678,"B"
"5741",-2.00836129788459,6.47528398947968,"C"
"5399",-0.340652866305443,5.5205495961912,"C"
"3362",0.188225276412038,5.50862117310785,"B"
"4791",1.05586780446607,3.63179288532734,"C"
"2320",-0.531794009596224,4.70369005601983,"B"
"4806",-2.84246342315164,8.35180033547909,"C"
"4453",0.0158614348377304,5.31130232849992,"C"
"1408",0.348994696065965,0.584536838721821,"A"
"280",-0.0992924333019262,1.14788337784006,"A"
"1703",0.427838896231919,2.14552175196404,"A"
"621",0.608724563152032,-0.356430392053963,"A"
"4590",-0.0530025744459221,4.76586068720019,"C"
"253",1.84530073656789,-1.20020589705119,"A"
"4974",0.532726535863186,4.01522560726989,"C"
"5035",-0.398239582962045,5.35350542622201,"C"
"3597",1.02678933369759,5.48334064975482,"B"
"2893",-0.413861229756923,4.98767805809587,"B"
"4247",0.0631596192548472,5.21325629267536,"C"
"2273",1.9165712539581,7.75799901727446,"B"
"5935",0.465072558957516,4.91304536407462,"C"
"188",0.607501825833305,2.25165960537029,"A"
"4928",-0.711548873769627,5.45685044256419,"C"
"1736",0.483181205374575,-1.10482620368482,"A"
"3082",0.964542211429061,5.44435893683446,"B"
"4973",1.61546331915183,2.99205560565335,"C"
"1906",0.652885588487107,-0.502335512169843,"A"
"5042",-0.549703043141821,4.37613765406861,"C"
"1449",-0.780137908576738,-0.849306162928234,"A"
"3840",0.580512007608846,6.19581644660581,"B"
"5681",-0.437602714890851,4.97039005154327,"C"
"3290",1.07369940153641,5.49400658214127,"B"
"2726",1.00596380397193,6.16370056756147,"B"
"1311",-0.961920786892937,0.431128784233828,"A"
"98",0.972458811937091,-1.17835714903135,"A"
"270",1.76076936034299,0.360718378606356,"A"
"2422",0.892160132620473,6.38852846589985,"B"
"3378",1.64564241743435,6.40570032158953,"B"
"922",0.139438157515684,0.170572030463831,"A"
"5949",0.0161716633406391,5.66133713477059,"C"
"1671",-1.10023880501272,-0.813118720264569,"A"
"4949",0.429850202828517,4.55260345552845,"C"
"558",-1.14271072602127,-0.476662194692206,"A"
"1091",-0.0966240293158715,-1.7803196280454,"A"
"4899",1.59118781730698,3.64933906616571,"C"
"5208",0.0942684428808668,4.94541149082891,"C"
"5176",0.254047182054728,4.06616407315434,"C"
"3774",-0.323056679752222,5.6759643676313,"B"
"2716",-1.83968181320283,3.19325482844787,"B"
"4073",-0.992155563260943,5.24604173435261,"C"
"3264",-0.262654994876148,4.62086057366162,"B"
"2864",-0.562070290502469,4.51587902236258,"B"
"5352",0.175138769356798,4.76151664141073,"C"
"5257",-1.01608301746367,5.18916565399172,"C"
"2778",-1.38152770751158,3.77835550527839,"B"
"4155",-0.997221238790721,6.74489609511132,"C"
"2842",-0.727470801324997,4.2521402517141,"B"
"2531",0.132361987927957,4.53321138508072,"B"
"3655",-0.983185589547391,4.58777799760229,"B"
"4813",-0.0193675260389284,5.19283589273451,"C"
"259",0.525720073866809,0.359025337424665,"A"
"5425",0.728562987058962,5.2083144201454,"C"
"4327",-0.855178749003439,5.53965106367063,"C"
"2435",0.481303590601868,5.46131108783615,"B"
"4996",0.680345430482132,5.13819157396111,"C"
"4799",1.69076665122873,3.25835475759089,"C"
"2352",1.04121851833748,6.12968367852273,"B"
"5654",-0.793122485358465,5.68806415119479,"C"
"3320",-1.49264514521286,3.82221686452178,"B"
"3569",-1.67362135435901,2.99778826963289,"B"
"1101",-1.15850214913888,0.682631617945663,"A"
"3258",1.69349299701535,6.33620591662128,"B"
"5890",-2.05938872909907,6.56716568924816,"C"
"5379",0.186995755410046,4.97604152946098,"C"
"4304",1.88017919034775,3.4679397199752,"C"
"1557",1.43746964443658,-2.8459687672229,"A"
"3733",1.8681029601391,6.30928904715577,"B"
"113",-1.58188713392635,-0.973459664599546,"A"
"2983",0.49449099439633,5.53124721800496,"B"
"3298",-0.141531107647956,4.47336382328332,"B"
"5674",0.423630091400849,4.60729836716812,"C"
"5880",-0.344750176085837,4.88168567328311,"C"
"297",0.818347811261794,0.440575158401323,"A"
"2527",-1.28517534009182,3.70597251449972,"B"
"2431",1.74497478753849,6.9956922211321,"B"
"1339",-2.17085972537474,-0.917750544588031,"A"
"454",-0.531475860941208,1.50095452525001,"A"
"937",-2.8196693718449,-0.125556668769381,"A"
"369",-0.398035647748516,1.93616476855132,"A"
"3916",1.21636410680402,5.91204132307883,"B"
"2410",2.44497801725409,7.5970781612216,"B"
"4901",1.09354059597596,3.62751881206348,"C"
"1482",1.34605875176979,0.15117362838608,"A"
"2229",0.666761842716649,5.12129777148797,"B"
"1729",1.00637224776794,0.00927293354546536,"A"
"2487",-0.891360969740892,4.47488052683565,"B"
"1862",1.19466878795247,-1.24909455505748,"A"
"1155",-0.553883251406884,0.644552478128899,"A"
"368",0.384271561786593,-0.380042536521266,"A"
"2143",0.234860772800687,4.9818600851099,"B"
"3905",-2.10489592918393,3.41288009672512,"B"
"5459",-0.199161439930046,4.8463889711918,"C"
"4475",0.824287778797022,5.2277900604691,"C"
"2463",0.53903734309872,5.46064667895434,"B"
"366",-2.5887090170603,1.0624420146463,"A"
"1124",-1.53662819009759,-1.02493415413641,"A"
"4414",1.2092451054324,3.79101300602862,"C"
"1270",0.157635788171381,0.297666028086249,"A"
"4384",-0.678490533703777,5.27707020583714,"C"
"3705",0.0371144748937134,5.20277495208015,"B"
"2222",0.016667540016465,5.00022787751908,"B"
"415",0.410936946574618,-1.42220718696343,"A"
"3302",-0.923496788409413,4.20435351237655,"B"
"843",-0.963519773144033,0.906542481121954,"A"
"4006",0.323922492566929,3.87201101585922,"C"
"2167",0.748267938483869,5.81550854611956,"B"
"2423",0.580332116202541,5.27288771490059,"B"
"5903",-0.8553845891755,6.60453284288247,"C"
"5170",-0.154781730014276,4.76919454892607,"C"
"2789",-0.238135519530996,5.15915690458046,"B"
"4089",0.502996329169265,4.40957011664561,"C"
"5484",-1.57050839130788,6.62041785904628,"C"
"5188",0.98540314722672,4.27910079935026,"C"
"4655",-1.19260953737095,6.05666510865118,"C"
"1685",0.967100293250452,-1.58193629104559,"A"
"1678",0.26700455572534,1.21376907875651,"A"
"4931",0.51385798733648,4.92910870518379,"C"
"3420",0.964573016082102,6.02217934901123,"B"
"5330",-1.04852263512296,6.08572421016071,"C"
"661",1.06382758728762,-1.26566975526836,"A"
"3787",-1.35768780258763,4.05194945165799,"B"
"1318",-0.126509102147329,0.501150597539081,"A"
"2542",1.15694409967952,6.45637783241442,"B"
"4752",1.28896764092555,3.79160248745982,"C"
"4152",0.514808342541104,4.41938955014188,"C"
"2956",0.634985759203448,5.51060732286192,"B"
"2877",0.374481127736816,5.58528257730764,"B"
"3595",0.430279281658798,5.80184169815903,"B"
"1863",-0.220749767861057,0.218294292686177,"A"
"1398",0.0769781732276334,-0.00415257415669943,"A"
"705",-0.313501163681956,-1.42209661621283,"A"
"3466",0.483214895126203,5.40117652702196,"B"
"2343",1.30989130562214,5.97138742077014,"B"
"4405",1.62772602923807,4.06365634242552,"C"
"1923",1.37153602751163,0.0670969512324324,"A"
"3076",0.510126149942789,6.01626722695999,"B"
"1325",-0.272202565988006,1.32664651836176,"A"
"4755",0.839352800829657,4.18418444092176,"C"
"3265",-0.212853622031916,5.32966020864052,"B"
"2828",-1.87742373294321,3.53094290325683,"B"
"565",-0.549384483003095,0.505987809334319,"A"
"1454",-0.52273223009366,1.14077154404893,"A"
"4841",-1.07544910618351,5.62887393225435,"C"
"3849",0.191335322363102,5.31219617573532,"B"
"4862",-0.0855892442911584,4.61319135318557,"C"
"956",-0.580633530064085,-0.649833501790233,"A"
"109",-0.37141423238451,0.257542152530605,"A"
"4709",1.12734848297866,3.34091707080689,"C"
"4601",-0.555830761803198,6.02176725678852,"C"
"4760",0.72036919004814,4.41874432369175,"C"
"1519",1.47771904947609,-1.67338951229095,"A"
"2481",-1.53743085610878,4.23275312074199,"B"
"834",2.84426225659919,1.68915395677219,"A"
"1721",0.416269712792774,0.144081819335135,"A"
"2193",-0.550291926251877,4.2784850334011,"B"
"359",-1.01457684973931,1.13788746313606,"A"
"656",-0.0719994493798239,-1.02863003765698,"A"
"2242",-0.0523026897883214,4.57161904638912,"B"
"1489",-1.17289233622372,-0.517049045842817,"A"
"3872",2.20115933186254,6.91417681033777,"B"
"44",0.0418050216221097,-1.03628592323206,"A"
"82",-0.193081641358987,0.497376635726405,"A"
"4020",1.50696567890229,2.95091447278773,"C"
"2037",0.345914462236722,5.29371342062882,"B"
"4235",0.722633545859566,4.15686959436872,"C"
"652",-0.244743633690484,0.646327721730508,"A"
"3037",0.910109204674475,6.22116672913431,"B"
"2161",-0.200942213340651,5.13198633212546,"B"
"1780",1.3460674937703,-0.594631431053573,"A"
"4758",0.320636766253142,4.57981491212444,"C"
"1056",0.259474785363677,-0.440004286549178,"A"
"2401",-0.120440055393274,5.07865800141284,"B"
"3754",-0.570990062028358,4.80791507855456,"B"
"1768",0.0747048743090135,1.10495677740358,"A"
"5537",-1.10429934821247,6.92540706445781,"C"
"1552",-0.562597498760194,0.649675625809878,"A"
"1708",1.29315148995875,2.43160331147799,"A"
"3618",1.92214778096416,7.21480110154993,"B"
"5692",0.309749722442236,4.19215798768097,"C"
"4918",-1.40156938098817,7.18844623712336,"C"
"2123",-0.225261626179267,4.36940610866615,"B"
"5612",-0.0296810942789219,5.03231414133922,"C"
"3434",0.046351851466268,5.2018704809311,"B"
"995",-0.488487293131419,-0.26582309228116,"A"
"517",-1.58537015963845,-0.738980490004824,"A"
"4407",-0.157079035741037,5.40149665563504,"C"
"1879",-0.264969635735334,0.231724731556907,"A"
"574",0.0684589384003201,-1.07760486362695,"A"
"752",-1.73896955850685,-0.109700243148321,"A"
"1234",-1.4738658915536,0.774886951656609,"A"
"4183",-0.923437111475844,5.39933290618186,"C"
"70",-2.82655263860998,0.388654086777909,"A"
"3736",-1.02398060206151,3.35002910855179,"B"
"629",-0.902943530593739,-1.72346344904182,"A"
"859",-0.394406854148758,0.246441451860081,"A"
"4692",-1.85867314460254,6.86111908523621,"C"
"372",0.526935546414592,1.21280415126334,"A"
"1544",1.1650466006814,-1.13088398549244,"A"
"4614",-0.665399484694788,5.42072397969174,"C"
"1143",1.75816435984854,-0.20539246831589,"A"
"3222",0.475548673648465,5.52830565814769,"B"
"681",-0.469745585030267,0.132521236157554,"A"
"4008",-2.00232333985313,6.53208168492268,"C"
"1982",-1.00398606859169,-0.63761955939599,"A"
"603",-0.217638309645102,0.104768442439094,"A"
"596",0.308472287111535,0.486244286606811,"A"
"3753",-0.639606021929016,4.44200527343147,"B"
"1702",-1.14516438630724,-0.367591780342343,"A"
"5813",0.233218359262187,5.02133895759057,"C"
"2198",-0.491107547594961,4.76745140509368,"B"
"1664",-0.823834804888629,0.924510093449124,"A"
"4010",-1.02854871843498,6.12823305969905,"C"
"3846",0.370250660668341,5.12695931539136,"B"
"2212",-0.917940492319795,3.64849454597048,"B"
"4877",-0.56638169053849,5.18879759916717,"C"
"4772",-0.515052783617758,6.33856279850655,"C"
"4534",1.0471053882943,4.46994603380725,"C"
"5596",-0.0344335697575005,4.87664269458601,"C"
"262",-0.00299083599759972,-0.536506628795546,"A"
"867",2.14532930101452,0.577975877342929,"A"
"4606",-0.357958531040403,4.97153896184437,"C"
"3361",0.523626656743864,4.7245297972666,"B"
"689",1.73317333042234,1.10952013734842,"A"
"805",-0.505403737528168,0.606432406490901,"A"
"4333",1.89738368015211,2.93169229284468,"C"
"4002",-0.119418107661195,4.95186751468485,"C"
"1013",2.16066598030403,-1.58102608027244,"A"
"5028",0.309225267183066,4.14668071420259,"C"
"1152",1.59740547703182,1.02830607514887,"A"
"683",0.151627422078075,-0.479342908448095,"A"
"4086",1.02323129730451,3.97971570485699,"C"
"1909",-0.22386583538391,-0.0291387930543108,"A"
"4398",-0.144569517731004,4.93384693007722,"C"
"1961",0.614801925693247,0.745489117784456,"A"
"3704",0.449042371573974,5.75744645938784,"B"
"409",-0.972856773804874,0.546849355186693,"A"
"5451",1.43780834175694,3.62545676180284,"C"
"1531",0.0335552330080061,0.905923536895612,"A"
"221",-0.510005483491948,2.4171835409985,"A"
"5799",2.21104889330127,3.45018614583849,"C"
"3090",0.356228345380561,5.07321944437674,"B"
"4910",-0.552872715018051,4.81005567067556,"C"
"5468",-0.789104723739801,6.49908114487731,"C"
"5595",-1.26206723733951,6.53640094461017,"C"
"5324",1.1702119258834,3.75180926707526,"C"
"486",0.00318545477660031,-0.936560589956632,"A"
"1881",-1.40462954225543,-0.109759971339963,"A"
"6000",1.32690087985792,4.73520326910986,"C"
"2926",-0.16493326642751,5.26646723375339,"B"
"5460",0.333720881109707,3.97033261705819,"C"
"1841",-1.70514193140075,0.144644820811756,"A"
"2157",1.54185426728104,6.118449416216,"B"
"3348",-0.346940422311005,5.09926244020913,"B"
"5082",-0.656089436056384,5.49680819099752,"C"
"2648",1.81756547753597,6.28260792641335,"B"
"5607",-0.459772619486168,4.94604250957507,"C"
"803",0.16218148901941,1.29063759523244,"A"
"1354",-2.47836270726756,0.851675681967804,"A"
"1575",-1.64166630668979,0.482401435595471,"A"
"189",-0.154342459605365,-0.517796405143538,"A"
"2165",0.0114480462049853,5.35847597363484,"B"
"1882",-0.41364746702357,-0.217925731004902,"A"
"2800",0.472361268878058,4.89602821470901,"B"
"5623",0.0941299760018139,4.42629109317325,"C"
"179",-1.03261453353646,0.443133439471754,"A"
"5133",0.291340868518519,4.93909480597268,"C"
"3541",0.983497408883999,6.32717615022227,"B"
"3491",-0.754007532776575,4.75758274796891,"B"
"1858",-0.913690498997104,0.523454435642846,"A"
"459",0.732801596943355,-1.24838367001631,"A"
"886",-0.122617916501323,0.172023885550373,"A"
"4807",-1.16508216513872,6.29754287317596,"C"
"2661",1.03010269555993,6.15690945567914,"B"
"1054",0.755563695082738,-0.717331205554313,"A"
"860",0.327775650828079,1.49863399783945,"A"
"5200",1.06576596618676,3.78655367478136,"C"
"2226",0.0641448499608572,5.40774996529417,"B"
"54",0.110061906467384,0.160162111265165,"A"
"5206",0.402948675626531,4.34045018272587,"C"
"4587",-1.8591302387354,6.65829853737487,"C"
"5660",-1.69951327750401,5.96835838755741,"C"
"4479",-0.141673040376874,4.50652503365002,"C"
"5536",-0.985443657144635,5.78291494491345,"C"
"874",-0.558317468747418,1.28655890598651,"A"
"2494",-1.28567747048713,3.75257134610883,"B"
"1877",-0.869756023352712,1.82728439419607,"A"
"2771",0.61314274581869,5.97893640716249,"B"
"507",1.22740748407773,-0.267198450417422,"A"
"245",0.706900817561524,0.688326304411018,"A"
"3494",-0.325121229077265,4.29588929612115,"B"
"2952",0.606260644546022,5.79196603797255,"B"
"4552",0.232712022869929,4.97569122139482,"C"
"5968",-0.214825069399418,4.51772876288856,"C"
"1537",-1.4817302775961,-0.452036082595906,"A"
"3386",1.22084707100198,6.44710447368317,"B"
"2529",0.32935200069157,4.93808404669325,"B"
"495",1.862472239472,-1.44333569438679,"A"
"1592",-0.195078412256698,0.712270346736122,"A"
"1199",0.754694599596857,0.781620840710069,"A"
"5610",1.76959903154423,3.59770449802454,"C"
"5268",-0.867402413674809,6.41486622936926,"C"
"2187",-1.48358494865959,3.70297969748883,"B"
"1734",0.440280023461792,-1.55961680132884,"A"
"3375",0.868361700717338,5.99732380395169,"B"
"2881",-0.6560611614639,4.56614975730951,"B"
"1582",0.0815574084916285,-1.0828989065158,"A"
"1885",-0.421677187850339,-1.35113209415778,"A"
"5411",-0.438997292587406,5.00598583355011,"C"
"4381",-2.48287170917637,7.12761660821067,"C"
"4322",-1.38720764114955,5.45152611250789,"C"
"820",0.0675123845935039,0.0980235337115143,"A"
"1070",0.363919457372365,-1.22265353584015,"A"
"3695",0.640291511039788,5.17336786685628,"B"
"3709",-0.305970002780673,4.30345524778343,"B"
"4299",-1.419090991963,6.7356693533274,"C"
"144",-0.20657591609948,-0.582226610662235,"A"
"3295",2.57416342253795,6.74967430994736,"B"
"2982",-0.210534188563977,4.91586709595726,"B"
"5002",-0.800522160059839,5.84379729586124,"C"
"3468",-1.43440911165758,3.86268168107558,"B"
"4199",-0.423531510767043,5.4927586251541,"C"
"365",-0.00237552793459348,0.176870014432282,"A"
"5973",-0.175097139589641,4.98564716973002,"C"
"850",-1.73343874540656,0.0633910116538596,"A"
"100",0.641282273398104,-0.516568196392186,"A"
"1905",0.578699660639096,-1.07522100541681,"A"
"2329",1.18981314886699,5.4767674266923,"B"
"4874",-0.775503785001393,4.98890335778506,"C"
"973",-1.76958003061909,-0.527780127415847,"A"
"1690",-0.24875313661937,-0.165540364727192,"A"
"1213",-1.63358608569861,0.546436388021808,"A"
"4828",-0.932551143374558,5.72939993622003,"C"
"3171",-1.00280080748256,4.81839187009593,"B"
"5158",-0.949590141900051,6.72182843074248,"C"
"3483",0.0120849398201876,4.58567761434991,"B"
"2305",2.8715839061719,7.88987198701037,"B"
"1217",0.785438852147968,2.07203325125599,"A"
"5175",1.43517688600806,4.38116782335431,"C"
"682",-0.216419744526194,1.3665671209892,"A"
"3770",-1.45543412465636,2.8805734055082,"B"
"2254",0.0777978654025843,5.07884450819762,"B"
"5709",-0.796823090980275,5.28005285855651,"C"
"2836",-1.29152944620806,3.52622729506492,"B"
"5130",-0.970604081530493,6.44125524372392,"C"
"4069",-1.22866225996354,6.06961202383882,"C"
"2153",-0.607000143024218,4.31515999248352,"B"
"3909",-0.963754352977464,4.43691019221504,"B"
"5385",-0.564571507170803,5.22847763257325,"C"
"1133",-0.786833699664819,0.882189457351347,"A"
"2055",-0.686638215341309,4.46294265843033,"B"
"2767",-0.761418239766411,4.46013868305121,"B"
"2644",-0.873810774361779,4.4342923980456,"B"
"5632",2.35249584865165,3.34067316066858,"C"
"2792",-0.0168348460032572,5.63880769505346,"B"
"3385",0.30840707282932,5.37799557828878,"B"
"3323",-0.599153106833934,4.96439665490923,"B"
"2606",-0.289468908819444,4.31971772624037,"B"
"2070",0.896410262453283,6.09634868930436,"B"
"5508",-0.321621888254407,5.58931254542632,"C"
"158",0.181926866068259,-2.35180958004082,"A"
"4565",-0.827604137435834,5.59992853845363,"C"
"4147",-0.0266349626053145,4.53906025602695,"C"
"4879",-0.660639498002279,5.57033951381411,"C"
"1064",0.696247699654592,-1.91198290490919,"A"
"942",0.9445095597416,0.240824552893627,"A"
"4023",-0.306121272989899,5.5322922147561,"C"
"5482",0.360539012017529,4.28114825777927,"C"
"4592",0.215302988666899,4.46133726899141,"C"
"3024",-2.16561364425236,3.46123273321341,"B"
"4573",-0.258967175407123,5.03312332752548,"C"
"3098",0.368854386602036,5.10636779556664,"B"
"1424",-1.05399409448592,-0.899470696542201,"A"
"746",-0.175948503492507,1.74336038501812,"A"
"3526",0.578806465660436,5.44705451757225,"B"
"4888",-0.690312288283081,5.5182949023498,"C"
"2499",0.394686604560164,4.53781747732536,"B"
"2943",-0.809792002797753,3.84281371741934,"B"
"3004",-0.86963175272916,3.46257673028397,"B"
"4119",1.08679114113025,3.71620579786333,"C"
"4116",1.16055145752817,3.28309258465823,"C"
"2609",-0.642082822175361,4.1995780962232,"B"
"958",0.327973845049227,0.761867358575739,"A"
"678",-0.713795315821289,-0.16100304046675,"A"
"4190",0.377133043758992,4.18269736846256,"C"
"373",-2.86120688816555,0.214935150065339,"A"
"1252",0.368948416746835,-0.175432998667667,"A"
"4213",0.764862385238095,3.46351193383956,"C"
"1440",-0.228711646033003,1.73077869814269,"A"
"1387",0.22328373820904,-0.240817733158096,"A"
"1934",-0.74903611378498,0.666103407253674,"A"
"5577",0.497558467702928,4.42949573889119,"C"
"1058",0.124665518879887,-2.16954943938386,"A"
"4968",0.84185825994464,4.02053679079622,"C"
"2052",-1.33813897828895,3.46572437235329,"B"
"306",0.639130218126019,0.321616295508245,"A"
"5467",-0.43360455744112,5.67561166421089,"C"
"2821",1.00695823086154,5.65713018782834,"B"
"3065",0.73104085788449,5.64870007082539,"B"
"917",-1.69310192548091,-1.96024732731354,"A"
"4118",-0.994335181803107,5.617520014324,"C"
"5167",0.203684757855155,4.88765495377058,"C"
"3279",0.399759021046628,5.35552242912179,"B"
"3670",1.42598228864404,6.27070372607051,"B"
"4867",0.771841872321065,4.22399516264178,"C"
"1605",1.05036421387345,0.762901679029828,"A"
"1128",-0.667351892059318,0.733159344041433,"A"
"5369",-0.941257187146209,5.68283949104071,"C"
"1590",-0.368723533031151,-0.0125555621886796,"A"
"4762",-0.0348393693225448,5.03187431544973,"C"
"1131",-0.154125012227665,-0.255351458501368,"A"
"856",0.471885281137895,0.588528948967367,"A"
"1275",0.899221173620094,-0.553253733301211,"A"
"4223",1.24320104790766,3.5728059026102,"C"
"5437",-1.07421959426461,6.64022035191441,"C"
"5731",-1.44310017320327,6.48821851852198,"C"
"3820",1.03633987826842,5.64098239671737,"B"
"2948",1.31232224378875,6.29050292569433,"B"
"5775",-1.25558544378006,6.37994040930216,"C"
"3091",1.03498540062079,6.35880647223436,"B"
"1606",0.735136841920721,0.346914937831068,"A"
"5895",0.714935665974444,3.9821439787303,"C"
"4146",0.118777340802503,5.2950471349771,"C"
"861",-0.870580581827485,-2.24845043221706,"A"
"4746",0.624069831046053,4.20132049729156,"C"
"4577",0.0027111042895932,4.85466609619645,"C"
"5039",-1.62375775154166,5.79654717348358,"C"
"1774",0.142772898779383,0.419590306453277,"A"
"1016",-0.0478643836457858,-0.281429270809961,"A"
"700",-0.616393280502913,0.581142676228362,"A"
"3116",-0.0757743472415828,5.0837934646808,"B"
"4233",-1.08439395960063,6.22996479204076,"C"
"3028",-0.821458064097352,4.01367898853704,"B"
"5197",0.381880841652948,4.57672237417363,"C"
"758",-0.297553144744013,0.486340266543997,"A"
"3281",-2.48940687466808,2.75514994121956,"B"
"5815",-0.0207082159145667,5.03043806125856,"C"
"1930",0.344451201218276,0.539374421069381,"A"
"4102",-1.22256531286364,6.47097211223737,"C"
"3986",0.104839351050222,5.10093961345554,"B"
"5097",-1.54429780493716,6.75059799690756,"C"
"1645",0.307547471056615,-0.532269654544678,"A"
"320",1.12543342386538,1.00235482689232,"A"
"185",-1.67817214866417,1.08752128625888,"A"
"322",-0.788682565912564,0.19544549931059,"A"
"5613",0.608781204969522,4.44780155863949,"C"
"2173",1.45351942455943,6.00410269427884,"B"
"3355",0.798119958621924,5.56505744224239,"B"
"4726",-0.71799311320316,6.64606378391081,"C"
"2669",0.341299162566509,5.4545626192318,"B"
"866",-0.653706312431363,-0.793306309847459,"A"
"4391",1.53397378532128,3.75888512585327,"C"
"5303",0.181947734137559,5.10892417328965,"C"
"407",-1.23736926538924,0.192445428447282,"A"
"526",0.199324752180931,0.371013173273216,"A"
"3085",-0.677768746375892,4.02797096839921,"B"
"5507",-1.07116863933439,6.22833326970042,"C"
"3917",-0.816174813462131,4.56786188221453,"B"
"933",-0.235143795612017,-0.0372489013047721,"A"
"5988",1.14297266113851,4.68096119975731,"C"
"282",1.52898154092136,-1.46247204233245,"A"
"1920",-0.0809805311729685,-1.29668605451539,"A"
"3794",-0.986929330983022,4.35357369402993,"B"
"536",-1.48413656608962,-0.651881539466214,"A"
"2861",-0.78845847790264,4.25757744760922,"B"
"4077",-1.09164475770939,4.68817607913273,"C"
"2270",-1.3762563861809,3.65268596403464,"B"
"3839",0.452825283879149,5.46104709379571,"B"
"5117",1.43324809834311,4.13393492905436,"C"
"852",-2.30582011310949,1.05231541353956,"A"
"4533",0.738662907218214,3.60765853514031,"C"
"2614",1.05681906121795,5.6267119997565,"B"
"4975",-0.68059276134956,5.41535208365791,"C"
"3990",-1.13149453049634,4.59216635928975,"B"
"417",-0.410350003434966,-0.448759559880614,"A"
"807",0.535230612081878,0.357403103782828,"A"
"1893",-1.15073723547843,-1.8497861029012,"A"
"765",-0.567101831724036,0.558771304340607,"A"
"1175",-0.781080229851419,-0.241099223904496,"A"
"868",1.41284455071113,-1.10204862832635,"A"
"59",0.585442887138344,0.877885456327738,"A"
"5695",-0.54342715265203,6.28898014445322,"C"
"1784",-1.5041523301998,-0.0200021694770333,"A"
"916",1.2222471551627,-0.484391872372562,"A"
"3217",-0.557316409359145,4.26122310543435,"B"
"1672",0.219444307229596,0.330053803803215,"A"
"1495",-0.581815281387961,1.49052692793367,"A"
"5840",1.47962926674242,2.83564918027998,"C"
"1322",-1.37658671298214,0.558831951884025,"A"
"4986",-0.852263012008879,5.93456892287799,"C"
"1392",-0.377515135858739,0.00287241297035427,"A"
"3215",-2.16277917821056,2.96261081252771,"B"
"1663",0.813297860515248,1.03293858290144,"A"
"3799",-0.953741263499488,4.23829729329334,"B"
"388",2.42052172073705,0.343690940043916,"A"
"5809",-0.760805846901731,4.74326738300758,"C"
"2200",1.88932527516597,6.83601279335255,"B"
"2816",0.260804111533431,4.60114480812112,"B"
"1320",0.721347692248177,-0.0440746223826068,"A"
"2605",-0.66513210435168,5.07140697561915,"B"
"5405",-0.920435213402971,6.1576290527122,"C"
"4788",-0.82563062741101,4.68770538812805,"C"
"651",0.670940219798128,0.125474091895828,"A"
"2082",-0.602156359797241,4.36053806400102,"B"
"3477",-0.609691211087497,4.17738638593688,"B"
"3834",0.503346972266055,5.94919156415722,"B"
"2451",1.92024718623153,7.548471286587,"B"
"2218",-0.885904793934366,3.75224887241329,"B"
"4985",0.653335732024039,4.78318429245688,"C"
"3245",0.662093800105007,6.14790576292235,"B"
"2051",-2.44509510845445,2.3149854604551,"B"
"5740",-0.136150537252212,4.71703972742697,"C"
"1887",-0.490829245511404,0.441509646941146,"A"
"5835",0.781194285757234,4.4713841268531,"C"
"2256",0.65252305833818,5.66353056609245,"B"
"896",1.83219768883859,0.0365965688343725,"A"
"2705",-0.33367808814586,4.330943541785,"B"
"1020",1.06385771280188,-0.497628208325531,"A"
"4365",-0.426690778183202,5.18970217190988,"C"
"605",1.79873477592205,0.308075994598381,"A"
"1060",-0.617004697723872,0.630445201456709,"A"
"5384",1.16984254487113,3.90053399338276,"C"
"3592",-0.485931462434021,3.62002849235594,"B"
"3364",3.96416087713407,8.78600159625428,"B"
"4022",0.660810926860722,4.42501653022088,"C"
"4151",1.0786971922412,4.62118525737867,"C"
"4095",0.15115641373727,4.77805445581397,"C"
"3568",-1.11712950804214,4.03089040379716,"B"
"3497",0.366883106421191,6.21442709101378,"B"
"250",-1.2733742438418,-0.409289928240102,"A"
"5259",-0.926001903902043,7.20138882387544,"C"
"2764",-0.270796762414025,5.09279605643093,"B"
"1273",-0.822076168381951,-0.561916614475855,"A"
"4044",0.140065518126464,4.70934146663969,"C"
"3923",0.845527237715928,5.71930418928276,"B"
"395",-1.01027575709528,-2.28667377829174,"A"
"1983",0.574891646685851,-0.157113285220903,"A"
"1883",1.05641231581399,0.222335651242041,"A"
"1363",-0.191877082722793,1.68371305538953,"A"
"1644",1.39714541921933,1.29968149082568,"A"
"3901",-0.376752749704697,4.96232668946051,"B"
"4784",0.707276887196806,5.1671893602245,"C"
"992",-0.72342276332321,-0.602148703833553,"A"
"513",1.23597364969229,-0.314289537014148,"A"
"1235",1.84153951389293,-0.224738602323047,"A"
"1376",-1.48180652735851,1.44609424109307,"A"
